tahun_anggaran,kd_klpd,kd_satker,kd_satker_str,kd_lpse,kd_tender,kd_tahapan,nama_tahapan,kd_akt,nama_akt,tgl_awal,tgl_akhir,_event_date
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-03-06 15:01:00","2025-03-06 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-03-07 00:00:00","2025-03-07 14:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18804,"Penetapan pemenang",188,,"2025-03-07 14:01:00","2025-03-07 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18810,"Pengumuman pemenang",189,,"2025-03-07 15:01:00","2025-03-07 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-03-08 08:00:00","2025-03-13 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-03-13 08:01:00","2025-03-14 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-03-15 08:00:00","2025-03-17 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002513000,18803,"Penandatanganan  kontrak",194,,"2025-03-18 08:00:00","2025-03-26 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18808,"Pengumuman prakualifikasi",172,,"2025-01-17 16:00:00","2025-01-24 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18778,"Download dokumen prakualifikasi",173,,"2025-01-17 16:00:00","2025-01-27 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2025-01-20 09:00:00","2025-01-20 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18827,"Upload dokumen prakualifikasi",175,,"2025-01-20 13:00:00","2025-02-07 17:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-02-07 17:01:00","2025-02-14 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18802,"Pembuktian kualifikasi",177,,"2025-02-13 00:00:00","2025-02-14 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-02-14 15:01:00","2025-02-14 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18811,"Penjelasan",179,,"2025-02-14 16:01:00","2025-02-15 07:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18791,"Masa sanggah prakualifikasi",180,,"2025-02-15 08:00:00","2025-02-20 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18776,,181,,"2025-02-20 08:01:00","2025-02-27 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18812,"Penjelasan dokumen lelang",182,,"2025-02-24 09:00:00","2025-02-24 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18833,"Upload Dokumen Penawaran",183,,"2025-02-24 13:00:00","2025-02-27 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-02-27 10:01:00","2025-03-06 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-03-06 15:01:00","2025-03-06 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-03-07 00:00:00","2025-03-07 14:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18804,"Penetapan pemenang",188,,"2025-03-07 14:01:00","2025-03-07 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18810,"Pengumuman pemenang",189,,"2025-03-07 15:01:00","2025-03-07 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-03-08 08:00:00","2025-03-13 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-03-13 08:01:00","2025-03-14 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-03-15 00:00:00","2025-03-17 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10002514000,18803,"Penandatanganan  kontrak",194,,"2025-03-18 00:00:00","2025-03-26 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18808,"Pengumuman prakualifikasi",172,,"2024-12-27 09:00:00","2025-01-06 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18778,"Download dokumen prakualifikasi",173,,"2024-12-27 09:00:00","2025-01-06 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2024-12-31 09:00:00","2024-12-31 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18827,"Upload dokumen prakualifikasi",175,,"2024-12-31 13:00:00","2025-01-06 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-01-06 09:01:00","2025-01-21 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18802,"Pembuktian kualifikasi",177,,"2025-01-21 08:00:00","2025-01-21 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-01-21 16:01:00","2025-01-21 17:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18811,"Penjelasan",179,,"2025-01-21 17:01:00","2025-01-22 07:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18791,"Masa sanggah prakualifikasi",180,,"2025-01-22 08:00:00","2025-01-27 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18776,,181,,"2025-01-27 09:01:00","2025-02-03 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18812,"Penjelasan dokumen lelang",182,,"2025-01-30 09:00:00","2025-01-30 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18833,"Upload Dokumen Penawaran",183,,"2025-01-30 13:00:00","2025-02-03 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-02-03 09:00:00","2025-02-12 14:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-02-12 14:01:00","2025-02-12 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-02-12 15:01:00","2025-02-24 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18804,"Penetapan pemenang",188,,"2025-02-24 16:01:00","2025-02-24 17:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18810,"Pengumuman pemenang",189,,"2025-02-24 17:01:00","2025-02-25 07:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-02-25 08:00:00","2025-03-03 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-03-04 08:00:00","2025-04-04 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-03-05 08:00:00","2025-03-10 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005966000,18803,"Penandatanganan  kontrak",194,,"2025-03-11 08:00:00","2025-03-19 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-03-10 16:30:00","2025-03-18 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18807,"Pengumuman pascakualifikasi",291,,"2025-03-10 16:30:00","2025-03-15 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18812,"Penjelasan dokumen lelang",293,,"2025-03-13 08:00:00","2025-03-13 14:09:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18833,"Upload Dokumen Penawaran",294,,"2025-03-13 14:10:00","2025-03-18 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-03-18 08:01:00","2025-03-18 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18843,,296,,"2025-03-18 08:02:00","2025-04-09 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18802,"Pembuktian kualifikasi",297,,"2025-04-09 09:00:00","2025-04-09 15:30:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18804,"Penetapan pemenang",298,,"2025-04-09 15:31:00","2025-04-09 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18810,"Pengumuman pemenang",299,,"2025-04-09 16:01:00","2025-04-09 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18789,"Masa Sanggah Hasil Lelang",300,,"2025-04-10 00:00:00","2025-04-15 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18817,"Surat penunjukan penyedia barang/jasa",301,,"2025-04-16 08:01:00","2025-04-17 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005990000,18803,"Penandatanganan  kontrak",302,,"2025-04-18 09:01:00","2025-04-29 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18807,"Pengumuman pascakualifikasi",291,,"2025-02-17 16:00:00","2025-02-22 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-02-17 16:00:00","2025-02-24 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18812,"Penjelasan dokumen lelang",293,,"2025-02-20 08:00:00","2025-02-20 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18833,"Upload Dokumen Penawaran",294,,"2025-02-20 13:00:00","2025-02-24 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-02-24 16:01:00","2025-02-24 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18843,,296,,"2025-02-24 16:02:00","2025-03-07 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18802,"Pembuktian kualifikasi",297,,"2025-03-07 08:00:00","2025-03-07 15:45:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18804,"Penetapan pemenang",298,,"2025-03-07 15:46:00","2025-03-07 16:30:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18810,"Pengumuman pemenang",299,,"2025-03-07 16:31:00","2025-03-07 21:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18789,"Masa Sanggah Hasil Lelang",300,,"2025-03-07 21:01:00","2025-03-13 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18817,"Surat penunjukan penyedia barang/jasa",301,,"2025-03-14 08:01:00","2025-03-17 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10005991000,18803,"Penandatanganan  kontrak",302,,"2025-03-17 08:00:00","2025-03-31 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18778,"Download dokumen prakualifikasi",173,,"2025-01-16 15:00:00","2025-01-24 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18808,"Pengumuman prakualifikasi",172,,"2025-01-16 15:00:00","2025-01-23 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2025-01-20 09:00:00","2025-01-20 09:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18827,"Upload dokumen prakualifikasi",175,,"2025-01-20 14:00:00","2025-01-24 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-01-24 09:00:00","2025-02-04 21:45:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18802,"Pembuktian kualifikasi",177,,"2025-02-04 09:00:00","2025-02-04 19:30:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-02-04 19:31:00","2025-02-04 20:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18811,"Penjelasan",179,,"2025-02-04 20:01:00","2025-02-04 21:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18791,"Masa sanggah prakualifikasi",180,,"2025-02-04 22:00:00","2025-02-10 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18776,,181,,"2025-02-10 09:05:00","2025-02-17 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18812,"Penjelasan dokumen lelang",182,,"2025-02-13 09:00:00","2025-02-13 09:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18833,"Upload Dokumen Penawaran",183,,"2025-02-13 14:00:00","2025-02-17 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-02-17 09:00:00","2025-02-27 15:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-02-28 08:00:00","2025-02-28 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-02-28 09:00:00","2025-02-28 09:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18804,"Penetapan pemenang",188,,"2025-02-28 10:00:00","2025-02-28 14:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18810,"Pengumuman pemenang",189,,"2025-02-28 15:00:00","2025-02-28 19:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-02-28 20:00:00","2025-03-06 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10007632000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-03-06 09:00:00","2025-03-07 15:59:00","2025-10-10"
